CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,"DRS INDUSTRIES, INC.",CHIEF EXECUTIVES,PRESIDENT/CHIEF EXECUTIVE OFFICER,Y,132184.0,2016
CERTIFIED,"SENTE ADVISORY SERVICES, INC.",CHIEF EXECUTIVES,"PRESIDENT, ISRAEL BUSINESS DIVISION",Y,82930.0,2016
CERTIFIED,"MOON RIVER FOODS, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS,N,45240.0,2016
CERTIFIED,"BOOKMD, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,117998.4,2016
CERTIFIED,"UFI FILTERS USA, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER - AMERICAS,Y,235518.0,2016
CERTIFIED,"OMNIA MEDIA, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,256173.0,2016
CERTIFIED-WITHDRAWN,HAWAII ISLAND AIR INC.,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,202530.0,2016
CERTIFIED,INTERNET CORPORATION FOR ASSIGNED NAMES AND NUMBERS,CHIEF EXECUTIVES,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,256173.0,2016
CERTIFIED,"SENSORHOUND, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER AND RESEARCH SCIENTIST,Y,76752.0,2016
CERTIFIED,"DELAWARE CONSULTING US, INC.",CHIEF EXECUTIVES,OPEN TEXT STREAMSERVE CONSULTING MANAGER,Y,102190.0,2016
CERTIFIED,"AVGOL AMERICA, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,244774.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED-WITHDRAWN,"ALEVO, INC",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,187200.0,2016
CERTIFIED,CRMIT SOLUTIONS INC,CHIEF EXECUTIVES,VICE PRESIDENT,Y,102190.0,2016
CERTIFIED,"PURCH GROUP, INC.",CHIEF EXECUTIVES,SENIOR VICE-PRESIDENT & GENERAL MANAGER,Y,156104.0,2016
CERTIFIED,AERAS,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016
CERTIFIED,"AVGOL AMERICA, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF PURCHASING AND LOGISTICS,Y,155397.0,2016
CERTIFIED,NEW SIGHT DEVICES CORP.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,151611.2,2016
CERTIFIED,HOTEL CONNECTIONS INC.,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,205629.0,2016
CERTIFIED,CURSELL LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,118061.0,2016
CERTIFIED,CURSELL LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER (COO),Y,118061.0,2016
CERTIFIED,"AHOLD USA, INC.",CHIEF EXECUTIVES,DIVISION PRESIDENT,Y,241842.0,2016
CERTIFIED,"HEALTHCARE PARTNERS, LLC",CHIEF EXECUTIVES,"VICE PRESIDENT, STRATEGY & SPECIAL PROJECTS",Y,187200.0,2016
WITHDRAWN,"ARTEX, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,195728.0,2016
CERTIFIED,"WORLDVIZ, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,109387.0,2016
CERTIFIED,ALTISOURCE ASSET MANAGEMENT CORPORATION,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,180502.0,2016
CERTIFIED,PARKLOCO INC.,CHIEF EXECUTIVES,CHIEF MANAGEMENT OFFICER,Y,119184.0,2016
DENIED,SIMCRO INC.,CHIEF EXECUTIVES,PRESIDENT,Y,202072.0,2016
DENIED,"PEARTRACK SECURITY SYSTEMS, INC.",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,117998.0,2016
CERTIFIED,AUTOPODS INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,94577.6,2016
CERTIFIED,"TELEMUNDO MEDIA, LLC",CHIEF EXECUTIVES,SVP TALENT MANAGEMENT,Y,251909.0,2016
CERTIFIED,"HYPERLOOP TECHNOLOGIES, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, BUSINESS DEVELOPMENT",Y,210122.0,2016
CERTIFIED,SOFTMARKETING CORPORATION,CHIEF EXECUTIVES,BUSINESS MANAGER,Y,113090.0,2016
CERTIFIED,CIRCUITRONIX LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,118061.0,2016
WITHDRAWN,"FRANKE FOODSERVICE SYSTEMS, INC.",CHIEF EXECUTIVES,PRESIDENT OF SOLUTIONS,Y,210933.0,2016
CERTIFIED,"FRANKE FOODSERVICE SOLUTIONS, INC.",CHIEF EXECUTIVES,PRESIDENT OF SOLUTIONS,Y,210933.0,2016
CERTIFIED,LED LINEAR USA INC,CHIEF EXECUTIVES,PRESIDENT,Y,99070.0,2016
CERTIFIED,"FRANKE FOODSERVICE SOLUTIONS, INC.",CHIEF EXECUTIVES,PRESIDENT OF SOLUTIONS,Y,210933.0,2016
CERTIFIED,STEREN ELECTRONICS INTERNATIONAL LLC,CHIEF EXECUTIVES,"VICE PRESIDENT, FINANCE",Y,148824.0,2016
CERTIFIED,PARKLOCO INC.,CHIEF EXECUTIVES,CHIEF MARKETING OFFICER,Y,119184.0,2016
CERTIFIED,CALIFORNIA GALVANIZING AND STEEL STRUCTURES INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER/CHIEF FINANCIAL OFFICER,Y,99986.0,2016
WITHDRAWN,"FRANKE FOODSERVICE SOLUTIONS, INC.",CHIEF EXECUTIVES,PRESIDENT OF SOLUTIONS,Y,210933.0,2016
CERTIFIED,CARMA TECHOLOGY CORPORATION,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,187200.0,2016
WITHDRAWN,"TMX FINANCE, LLC",CHIEF EXECUTIVES,VP OF VEHICLE REMARKETING,Y,153358.0,2016
CERTIFIED,OPUS DYNAMIC LLC,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, HEAD OF SERVICE DESIGN & MOBILIZATION",Y,235518.0,2016
CERTIFIED,"WEEKS COMMUNICATIONS, INC.",CHIEF EXECUTIVES,VP  OF WEST COAST AND  INTERNATIONAL MARKET OPERATIONS,Y,139214.0,2016
CERTIFIED,SIMCRO INC.,CHIEF EXECUTIVES,PRESIDENT,Y,202072.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
WITHDRAWN,X-DRILL INC,CHIEF EXECUTIVES,"VICE PRESIDENT, QUALITY, HEALTH & SAFETY",Y,187200.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,H & L INNOVATIONS LLC,CHIEF EXECUTIVES,CFO AND INTERNATIONAL RELATIONS MANAGER,N,64875.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,X-DRILL INC,CHIEF EXECUTIVES,"VICE PRESIDENT, QUALITY, HEALTH & SAFETY",Y,187200.0,2016
DENIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,SOFTMARKETING CORPORATION,CHIEF EXECUTIVES,BUSINESS MANAGER,Y,113090.0,2016
CERTIFIED,"PEARTRACK SECURITY SYSTEMS, INC.",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,117998.0,2016
CERTIFIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,"PRONTO GENERAL AGENCY, LTD.",CHIEF EXECUTIVES,PRESIDENT,Y,161179.0,2016
CERTIFIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,"SNAPRAYS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016
CERTIFIED,ZENEDGE INC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,113089.6,2016
CERTIFIED,"CMG WORLDWIDE, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,88338.0,2016
CERTIFIED,SYSTEM LOGISTICS CORPORATION,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,92518.0,2016
CERTIFIED,"AGLYTIX, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,174408.0,2016
CERTIFIED,BENEFUEL INC.,CHIEF EXECUTIVES,"EXECUTIVE, FINANCIAL DEVELOPMENT",Y,187200.0,2016
CERTIFIED,"PUTZMEISTER AMERICA, INC.",CHIEF EXECUTIVES,"GENERAL MANAGER-INDUSTRIAL PUMPS AND SYSTEMS, U.S. AND CHINA",N,65811.0,2016
CERTIFIED,"EICA MANAGEMENT, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,113090.0,2016
CERTIFIED-WITHDRAWN,CELGENE CORPORATION,CHIEF EXECUTIVES,"PRESIDENT, WORLDWIDE MARKETS",Y,187200.0,2016
CERTIFIED,TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF CORPORATE STRATEGY,Y,103480.0,2016
CERTIFIED,"START INTERNATIONAL, INC.",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,149594.0,2016
CERTIFIED,"OFF CENTER RESTAURANT GROUP, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,113090.0,2016
CERTIFIED,OMA SHANTI INC.,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,178776.0,2016
CERTIFIED,"PINDROP SECURITY, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,150238.0,2016
CERTIFIED,"MILLENNIUM ADVISORS, LLC",CHIEF EXECUTIVES,DIRECTOR ETF TRADING & CREDIT MARKETS,Y,187199.0,2016
CERTIFIED,MYCHILD INC.,CHIEF EXECUTIVES,CEO & SYSTEMS MANAGER,Y,82930.0,2016
CERTIFIED,"KONCERT IT TECHNOLOGY SOLUTIONS, LLC",CHIEF EXECUTIVES,E-COMMERCE DIRECTOR,Y,252158.4,2016
CERTIFIED,SEMPRA LNG AND MIDSTREAM LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF BUSINESS ORIGINATION,Y,197683.0,2016
CERTIFIED,"CHARTA GLOBAL, INC.",CHIEF EXECUTIVES,MANAGING DIRECTOR/MARKETING - AMERICAS,Y,198266.0,2016
CERTIFIED,"SOFTTEK INTEGRATION SYSTEMS, INC.",CHIEF EXECUTIVES,ACCOUNT DIRECTOR,Y,130853.0,2016
CERTIFIED,SELUX CORPORATION,CHIEF EXECUTIVES,CEO,Y,160722.0,2016
DENIED,RESONANCE GLOBAL COMPLIANCE LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER- WIRELESS COMMUNICATION DEVICE,Y,78000.0,2016
CERTIFIED,CELGENE CORPORATION,CHIEF EXECUTIVES,"SVP, WORLDWIDE MARKETS, I&I",Y,187200.0,2016
CERTIFIED,"THE MIHALIK GROUP, LLC",CHIEF EXECUTIVES,VICE PRESIDENT / EXECUTIVE DIRECTOR OF QI & PM  OPERATIONS,Y,82930.0,2016
CERTIFIED,HERBSTREITH & FOX INC.,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,187200.0,2016
CERTIFIED,"KONCERT IT SOLUTIONS, LLC",CHIEF EXECUTIVES,E-COMMERCE DIRECTOR,Y,252158.4,2016
CERTIFIED,EVANESCENT DIAGNOSTIC SYSTEMS LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,187200.0,2016
CERTIFIED,"PLASCO, LLC",CHIEF EXECUTIVES,DIRECTOR INTERNATIONAL STRATEGIC INITIATIVES,Y,159370.0,2016
CERTIFIED,"BASK MANAGEMENT, LLC",CHIEF EXECUTIVES,VP - ACQUISITIONS & DEVELOPMENT,Y,82930.0,2016
CERTIFIED,BARRY'S BOOTCAMP HOLDINGS LLC,CHIEF EXECUTIVES,CHIEF MARKETING OFFICER,Y,210122.0,2016
CERTIFIED,WILD SOUL LLC,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,113090.0,2016
CERTIFIED,HEALTHJUMP INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016
CERTIFIED,THE MORGRIDGE INSTITUTE FOR RESEARCH INC.,CHIEF EXECUTIVES,DIRECTOR - MEDICAL ENGINEERING,Y,218733.0,2016
CERTIFIED,WILLOWBRIDGE ASSOCIATES INC.,CHIEF EXECUTIVES,CHIEF RISK OFFICER,Y,187200.0,2016
CERTIFIED,"ASCENT SOLAR TECHNOLOGIES, INC.",CHIEF EXECUTIVES,PRESIDENT & CHIEF EXECUTIVE OFFICER,Y,187200.0,2016
CERTIFIED,"DERMATOLOGIC COSMETIC LABORATORIES, LTD.",CHIEF EXECUTIVES,PRESIDENT/CEO,Y,151778.0,2016
CERTIFIED,ALTO USA LLC,CHIEF EXECUTIVES,CEO,Y,205629.0,2016
CERTIFIED,"VITASOY USA, INC.",CHIEF EXECUTIVES,PRESIDENT & CHIEF EXECUTIVE OFFICER,Y,209602.0,2016
CERTIFIED,VARIANTYX INC.,CHIEF EXECUTIVES,CHIEF INFORMATION OFFICER,Y,164403.0,2016
CERTIFIED,"KAUTEX MACHINES, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVES,Y,187200.0,2016
CERTIFIED,COTTONWOOD MANAGEMENT LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117998.4,2016
CERTIFIED,"THRU RAINBOW, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,102190.0,2016
CERTIFIED,"HOSPIRA INC., A PFIZER COMPANY",CHIEF EXECUTIVES,"VICE PRESIDENT, U.S. PHARMA OPERATIONS",Y,238368.0,2016
WITHDRAWN,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF HOTEL OPERATIONS,Y,165920.0,2016
CERTIFIED,KAIZEN ANALYTIX LLC,CHIEF EXECUTIVES,"DIRECTOR, OPERATIONS RESEARCH",Y,102190.0,2016
CERTIFIED,"LASSONDE PAPPAS AND COMPANY, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,247832.0,2016
WITHDRAWN,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,VICE PRESIDENT OF HOTEL OPERATIONS,Y,165920.0,2016
CERTIFIED,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CHIEF EXECUTIVES,ASSO. VICE CHANCELLOR FOR INTEL. PROP. AND IND. SPON. RES.,Y,91312.0,2016
CERTIFIED,"VITASOY USA, INC.",CHIEF EXECUTIVES,PRESIDENT & CHIEF EXECUTIVE OFFICER,Y,209602.0,2016
CERTIFIED,YALE UNIVERSITY,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,195208.0,2016
CERTIFIED,HEALTHJUMP INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016
CERTIFIED,"BROOKS BROTHERS GROUP, INC",CHIEF EXECUTIVES,"VICE PRESIDENT, HOSPITALITY DIVISION",Y,233418.0,2016
CERTIFIED,AGCO CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, GLOBAL PURCHASING AND MATERIALS",Y,253635.0,2016
WITHDRAWN,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, INFORMATION TECHNOLOGY",Y,214790.0,2016
DENIED,"AGLYTIX, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,70900.0,2016
CERTIFIED,"AGLYTIX, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,70900.0,2016
CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF HOTEL OPERATIONS,Y,214790.0,2016
CERTIFIED,"PGM TECHNOLOGIES, INC.",CHIEF EXECUTIVES,OPERATIONS MANAGER,N,50107.0,2016
CERTIFIED,"HSO NORTH AMERICA, LLC",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,130853.0,2016
CERTIFIED,"STUDENTS FOR LIBERTY, INCORPORATED",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,103480.0,2016
CERTIFIED,"CIOX HEALTH, LLC",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER OF PROVIDER SOLUTIONS,Y,246314.0,2016
CERTIFIED,"TRAILRUNNER INTERNATIONAL, LLC",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,149594.0,2016
CERTIFIED,LUXOTTICA RETAIL NORTH AMERICA INC.,CHIEF EXECUTIVES,SR. DIRECTOR - CONTINUOUS IMPROVEMENT,Y,155958.0,2016
CERTIFIED,"AXMENTOR, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,205566.0,2016
CERTIFIED-WITHDRAWN,UNUM GROUP,CHIEF EXECUTIVES,"SVP, BUSINESS & TECHNOLOGY TRANSFORMATION",Y,218691.0,2016
CERTIFIED,CHOU TEAM REALTY INC.,CHIEF EXECUTIVES,CHIEF ANALYTICS OFFICER,Y,119558.0,2016
CERTIFIED,BARRY'S BOOTCAMP HOLDINGS LLC,CHIEF EXECUTIVES,CHEIF MARKETING OFFICER,Y,240469.0,2016
CERTIFIED,LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE,CHIEF EXECUTIVES,CHIEF SCIENTIFIC OFFICER,Y,162115.0,2016
CERTIFIED,"CHYY (USA), LLC, F/K/A HRC LEASING COMPANY, LLC",CHIEF EXECUTIVES,PRESIDENT,Y,252137.6,2016
CERTIFIED,"ALLIED MINERAL PRODUCTS, INC.",CHIEF EXECUTIVES,"CORPORATE VP, DOMESTIC FOUNDRY AND STEEL",Y,102960.0,2016
CERTIFIED,AVURE TECHNOLOGIES INCORPORATED,CHIEF EXECUTIVES,CHIEF TECHNICAL OFFICER,Y,156354.0,2016
CERTIFIED,HEARTLAND TECHNOLOGY PARTNERS LLC,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,N,54662.0,2016
CERTIFIED,"LAICON CONSULTING SERVICES, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,94057.6,2016
CERTIFIED-WITHDRAWN,"VITCO DISTRIBUTORS, INC",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,133224.0,2016
CERTIFIED,CHENMED LLC,CHIEF EXECUTIVES,CHIEF OF STAFF,Y,262413.0,2016
CERTIFIED,LIFE TECHNOLOGIES CORPORATION,CHIEF EXECUTIVES,"DIRECTOR, BUSINESS DEVELOPMENT",Y,163176.0,2016
CERTIFIED,IT PEOPLE NETWORK LLC,CHIEF EXECUTIVES,DIRECTOR,Y,85821.0,2016
WITHDRAWN,HERBSTREITH & FOX INC.,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,187200.0,2016
CERTIFIED,"CRANE & CO., INC.",CHIEF EXECUTIVES,"PRESIDENT, INTERNATIONAL CURRENCY",Y,267800.0,2016
CERTIFIED,LAUDERDALE TANKERS CORP.,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,211474.0,2016
CERTIFIED,"TANOTA DEVELOPMENT, LLC",CHIEF EXECUTIVES,RESIDENT MANAGER,Y,90626.0,2016
CERTIFIED,"OILFIELD STEEL SUPPLY, LLC",CHIEF EXECUTIVES,PRESIDENT,Y,197642.0,2016
CERTIFIED,AMERICAN CONSERVATORY THEATRE FOUNDATION,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,174803.0,2016
CERTIFIED,ACCELETRADE CORPORATION,CHIEF EXECUTIVES,"CHIEF EXECUTIVE OFFICER, US & EUROPE",Y,240469.0,2016
CERTIFIED,TRANS AMERICAN INFORMATION SYSTEMS INC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,229258.0,2016
CERTIFIED,THE HENRY M. JACKSON FOUNDATION,CHIEF EXECUTIVES,ASSOCIATE DIRECTOR-THERAPEUTICS RESEARC,Y,247978.0,2016
CERTIFIED,PEATIX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,153005.0,2016
CERTIFIED,HELLO INC.,CHIEF EXECUTIVES,CHIEF BUSINESS OFFICER,Y,174803.0,2016
CERTIFIED,"WOOD-MIZER HOLDINGS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,190382.0,2016
CERTIFIED,"L & T GROUP OF COMPANIES, LTD.",CHIEF EXECUTIVES,EXECUTIVE OFFICE MANAGER,N,55200.0,2016
CERTIFIED,EAPEIRON SOLUTIONS INC,CHIEF EXECUTIVES,BUSINESS DEVELOPMENT DIRECTOR,Y,109616.0,2016
CERTIFIED,RIVIAN AUTOMOTIVE LLC,CHIEF EXECUTIVES,CHIEF STRATEGY OFFICER,Y,226574.0,2016
CERTIFIED,STEVE HERMANN HOTELS LLC,CHIEF EXECUTIVES,GENERAL MANAGER,Y,81765.0,2016
CERTIFIED,"DIEFFENBACHER USA, INC.",CHIEF EXECUTIVES,PRESIDENT AND CEO,Y,199930.0,2016
CERTIFIED,"FINACCESS ADVISORS, LLC",CHIEF EXECUTIVES,"MANAGING DIRECTOR, FAMILY OFFICE SERVICES",Y,262413.0,2016
CERTIFIED,BLACK PEARL EXPLORATION LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117957.0,2016
DENIED,ASSOCIATION OF UNIVERSTY RESEARCH PARKS,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,147326.0,2016
CERTIFIED,MIDLANDS MANEGEMENT COMPANY,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT AND CHIEF OPERATING OFFICER,Y,173118.0,2016
CERTIFIED,"WAL-MART ASSOCIATES, INC.",CHIEF EXECUTIVES,SR. DIRECTOR - PORTFOLIO MANAGEMENT,Y,114317.0,2016
CERTIFIED,SW TECH CORPORATION,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,100000.0,2016
CERTIFIED,BLACK PEARL EXPLORATION LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117957.0,2016
CERTIFIED,MODERN DENTAL PROFESSIONALS LEE INC.,CHIEF EXECUTIVES,PC PRESIDENT/DIRECTOR OF CLINICAL CARE,Y,91520.0,2016
CERTIFIED,"TRACE GENOMICS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,123053.0,2016
CERTIFIED,WOO SPORTS INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,118664.0,2016
CERTIFIED,M. MORRIS INC.,CHIEF EXECUTIVES,VICE PRESIDENT OF STRATEGIC DEVELOPMENT,Y,163114.0,2016
CERTIFIED,WORLD WILDLIFE FUND US,CHIEF EXECUTIVES,"GLOBAL LEADER, WWF MARKETS PRACTICE",Y,256588.8,2016
WITHDRAWN,"ARUZE GAMING AMERICA, INC.",CHIEF EXECUTIVES,GROUP CHIEF OPERATING OFFICER,Y,235165.0,2016
CERTIFIED,ASSOCIATION OF UNIVERSITY RESEARCH PARKS,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,147326.0,2016
CERTIFIED,"STRATEGY ONE, INC.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,174803.0,2016
CERTIFIED,TWINLAB CONSOLIDATION CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, SALES & MARKETING",Y,177798.0,2016
CERTIFIED,MECA FASHION CORPORATION,CHIEF EXECUTIVES,VICE PRESIDENT - BESINESS OPERATION & DEVELOPMENT,N,54662.0,2016
CERTIFIED,MEMORIAL HOSPITAL,CHIEF EXECUTIVES,CHIEF MEDICAL OFFICER,Y,180627.0,2016
CERTIFIED,320 LINCOLN LLC,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,262412.8,2016
CERTIFIED,"STRATEGIC GLOBAL MANAGEMENT, INC.",CHIEF EXECUTIVES,"DIRECTOR, INTERNATIONAL BUSINESS DEVELOPMENT",Y,133224.0,2016
CERTIFIED,"TRUEBLUE, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, BUSINESS INTELLIGENCE",Y,98904.0,2016
CERTIFIED,"STRATEGY ONE, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,174803.0,2016
CERTIFIED,"CIKLUM, INC.",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,149926.0,2016
CERTIFIED,NATIONAL COUNCIL OF YOUNG MEN'S CHRISTIAN ASSOCIATIONS OF THE USA,CHIEF EXECUTIVES,"VICE-PRESIDENT, LARGE YMCA RESOURCES",Y,137155.0,2016
CERTIFIED,"LIBERATE MEDICAL, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,88691.0,2016
CERTIFIED,PEATIX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,153005.0,2016
CERTIFIED,A & F MANAGEMENT OF FLORIDA,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,202300.8,2016
WITHDRAWN,JEWISH FEDERATION OF GREATER TOLEDO,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,137758.0,2016
CERTIFIED,"ECOINSIGHT, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, QA",Y,92536.0,2016
CERTIFIED,"BECHTEL EQUIPMENT OPERATIONS, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,191422.0,2016
CERTIFIED-WITHDRAWN,"DEKALB REGIONAL HEALTH SYSTEM, INC.",CHIEF EXECUTIVES,MEDICAL DIRECTOR (HOSPITALIST),Y,199930.0,2016
CERTIFIED,JEWISH FEDERATION OF GREATER TOLEDO,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,137758.0,2016
WITHDRAWN,"MICRO FINANCE ADVISORS, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF PLANNING AND PROJECTS,Y,113090.0,2016
CERTIFIED,"MICRO FINANCE ADVISORS, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF PLANNING AND PROJECTS,Y,113090.0,2016
CERTIFIED,"MICRO FINANCE ADVISORS, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF PLANNING AND PROJECTS,Y,113090.0,2016
